City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
308,Saposoa,PE,2020-06-27 04:52:01,-6.93,-76.77,68.77,91,33,2.37
309,Svetlogorsk,BY,2020-06-27 04:52:01,52.63,29.73,68.88,76,0,5.01
310,Okitipupa,NG,2020-06-27 04:52:01,6.5,4.78,74.32,95,100,3.38
311,Skofja Loka,SI,2020-06-27 04:52:01,46.17,14.31,64.99,93,20,4.7
312,Fortuna,US,2020-06-27 04:52:01,40.6,-124.16,57.99,76,1,1.14
313,Haskovo,BG,2020-06-27 04:52:01,41.94,25.57,64.4,77,0,4.09
314,Honningsvag,NO,2020-06-27 04:52:01,70.98,25.97,44.38,88,100,18.03
315,Arkhara,RU,2020-06-27 04:52:01,49.42,130.08,72.82,74,75,2.28
316,Leh,IN,2020-06-27 04:52:01,34.17,77.58,60.1,32,0,6.33
317,Necochea,AR,2020-06-27 04:49:28,-38.55,-58.74,42.01,94,87,5.01
318,Sistranda,NO,2020-06-27 04:52:02,63.73,8.83,62.6,82,0,5.82
319,Ngunguru,NZ,2020-06-27 04:52:02,-35.62,174.5,61.0,92,8,3.0
320,Tautira,PF,2020-06-27 04:52:02,-17.73,-149.15,77.0,73,20,17.22
321,Jucas,BR,2020-06-27 04:52:02,-6.53,-39.53,71.42,61,26,4.83
322,Mumford,GH,2020-06-27 04:52:02,5.26,-0.76,76.1,89,93,9.04
323,Vardo,NO,2020-06-27 04:52:02,70.37,31.11,45.46,90,100,22.62
324,Margate,GB,2020-06-27 04:52:02,51.38,1.39,62.01,92,30,4.0
325,Mount Isa,AU,2020-06-27 04:52:02,-20.73,139.5,77.0,17,0,9.17
326,San Cristobal,VE,2020-06-27 04:52:02,7.77,-72.22,64.94,87,33,3.33
327,Shyryayeve,UA,2020-06-27 04:52:02,47.38,30.2,72.27,63,9,4.45
328,Tari,NG,2020-06-27 04:52:02,12.41,4.49,81.19,71,80,10.71
329,Kropotkin,RU,2020-06-27 04:52:02,45.44,40.58,68.99,53,0,12.5
330,Nowy Dwor Gdanski,PL,2020-06-27 04:52:03,54.21,19.12,72.0,82,0,8.05
331,Uthal,PK,2020-06-27 04:52:03,25.81,66.62,93.27,48,10,7.63
332,Maniitsoq,GL,2020-06-27 04:52:03,65.42,-52.9,39.72,91,22,3.69
333,Kavieng,PG,2020-06-27 04:52:03,-2.57,150.8,84.4,67,95,5.64
334,Atchison,US,2020-06-27 04:52:03,39.56,-95.12,77.0,82,100,16.04
335,Berlevag,NO,2020-06-27 04:52:03,70.86,29.09,44.4,91,100,19.6
336,Beringovskiy,RU,2020-06-27 04:52:03,63.05,179.32,46.11,55,79,17.96
337,Lubao,PH,2020-06-27 04:52:03,14.92,120.55,91.4,62,75,6.93
338,Adelaide,AU,2020-06-27 04:47:57,-34.93,138.6,63.0,41,20,10.29
339,Hofn,IS,2020-06-27 04:52:03,64.25,-15.21,51.24,80,100,1.41
340,Acari,PE,2020-06-27 04:52:03,-15.43,-74.62,61.54,63,42,3.4
341,Lompoc,US,2020-06-27 04:50:25,34.64,-120.46,60.01,87,4,6.93
342,Chazuta,PE,2020-06-27 04:52:03,-6.57,-76.14,72.25,89,15,1.28
343,Ambilobe,MG,2020-06-27 04:52:03,-13.2,49.05,74.37,65,0,3.67
344,Faanui,PF,2020-06-27 04:52:04,-16.48,-151.75,77.32,81,50,17.69
345,Chesham,GB,2020-06-27 04:52:04,51.7,-0.6,62.01,93,63,12.39
346,Dongsheng,CN,2020-06-27 04:52:04,39.82,109.98,81.72,19,0,7.27
347,Aksay,RU,2020-06-27 04:52:04,47.26,39.87,69.8,52,5,6.71
348,Remanso,BR,2020-06-27 04:52:04,-9.62,-42.08,73.8,72,15,12.41
349,Souillac,MU,2020-06-27 04:52:04,-20.52,57.52,71.6,94,40,13.87
350,Sobolevo,RU,2020-06-27 04:52:04,54.43,31.9,69.48,80,2,4.76
351,Whitehorse,CA,2020-06-27 04:49:12,60.72,-135.05,59.0,44,75,9.17
352,Oloron-Sainte-Marie,FR,2020-06-27 04:52:04,43.19,-0.61,64.4,88,75,3.36
353,Ishigaki,JP,2020-06-27 04:52:04,24.34,124.16,91.4,70,75,18.34
354,Carballo,ES,2020-06-27 04:52:04,43.21,-8.69,64.4,82,75,12.75
355,Nikolskoye,RU,2020-06-27 04:52:04,59.7,30.79,72.0,60,0,13.42
356,Port Blair,IN,2020-06-27 04:52:04,11.67,92.75,84.9,74,100,8.57
357,Tres Lagoas,BR,2020-06-27 04:52:05,-20.75,-51.68,66.76,98,58,5.41
358,Naze,JP,2020-06-27 04:52:05,28.37,129.48,84.2,79,40,16.11
359,Aksu,CN,2020-06-27 04:52:05,41.12,80.26,84.25,19,100,2.95
360,Aswan,EG,2020-06-27 04:52:05,24.09,32.91,85.93,23,0,7.29
361,Monte Alegre,BR,2020-06-27 04:52:05,-2.01,-54.07,72.91,94,5,4.0
362,Nuuk,GL,2020-06-27 04:52:05,64.18,-51.72,35.6,93,32,10.29
363,Tanabe,JP,2020-06-27 04:52:05,33.73,135.37,78.8,83,75,5.82
364,Dunedin,NZ,2020-06-27 04:52:05,-45.87,170.5,50.0,88,66,1.99
365,Torzhok,RU,2020-06-27 04:52:05,57.04,34.96,71.78,64,0,6.89
366,San Quintin,MX,2020-06-27 04:52:05,30.48,-115.95,63.0,89,0,9.01
367,Port Keats,AU,2020-06-27 04:52:05,-14.25,129.55,89.42,29,40,7.29
368,Talnakh,RU,2020-06-27 04:52:05,69.49,88.4,69.8,52,75,20.13
369,Iquitos,PE,2020-06-27 04:52:05,-3.75,-73.25,72.28,97,94,1.45
370,Nara,JP,2020-06-27 04:52:06,34.69,135.8,88.0,54,75,3.36
371,Pisco,PE,2020-06-27 04:52:06,-13.7,-76.22,60.8,87,90,2.24
372,Aurora,US,2020-06-27 04:51:59,39.73,-104.83,64.0,72,75,17.22
373,Tapejara,BR,2020-06-27 04:52:06,-28.07,-52.01,43.18,80,100,7.81
374,Cap-Aux-Meules,CA,2020-06-27 04:48:07,47.38,-61.86,63.23,70,55,10.31
375,Ust-Tsilma,RU,2020-06-27 04:52:06,65.44,52.15,47.32,91,100,4.68
376,Daru,PG,2020-06-27 04:52:06,-9.08,143.21,79.99,81,83,19.8
377,Ankara,TR,2020-06-27 04:50:32,39.92,32.85,62.6,67,0,2.24
378,Bathsheba,BB,2020-06-27 04:52:06,13.22,-59.52,82.4,78,40,23.04
379,Dukat,RU,2020-06-27 04:52:06,62.55,155.55,70.57,41,96,5.46
380,Adre,TD,2020-06-27 04:52:06,13.47,22.2,77.31,54,48,7.56
381,Saurimo,AO,2020-06-27 04:52:06,-9.66,20.39,52.77,63,52,1.77
382,Kodinsk,RU,2020-06-27 04:52:06,58.69,99.18,84.33,32,94,6.71
383,Marienburg,PL,2020-06-27 04:52:06,54.04,19.03,66.2,82,1,8.05
384,Tilichiki,RU,2020-06-27 04:52:07,60.47,166.1,61.36,57,100,14.41
385,Nabire,ID,2020-06-27 04:52:07,-3.37,135.48,85.55,66,95,4.68
386,Gayny,RU,2020-06-27 04:52:07,60.31,54.32,52.18,92,99,7.7
387,Tawau,MY,2020-06-27 04:52:07,4.25,117.89,82.4,83,20,3.36
388,Leningradskiy,RU,2020-06-27 04:52:07,69.38,178.42,30.85,98,100,24.72
389,Mutoko,ZW,2020-06-27 04:52:07,-17.4,32.23,51.96,82,2,3.15
390,Noyabrsk,RU,2020-06-27 04:52:07,63.2,75.45,54.5,75,100,13.18
391,Borujerd,IR,2020-06-27 04:52:07,33.9,48.75,75.2,22,0,5.59
392,Le Vauclin,MQ,2020-06-27 04:52:07,14.55,-60.84,82.4,78,75,16.11
393,Esmeraldas,BR,2020-06-27 04:52:07,-19.76,-44.31,62.6,77,2,3.36
394,Obidos,BR,2020-06-27 04:52:07,-1.92,-55.52,73.94,91,3,3.76
395,Rawlins,US,2020-06-27 04:47:41,41.79,-107.24,68.0,32,90,19.46
396,Goderich,CA,2020-06-27 04:52:07,43.75,-81.72,70.0,82,100,16.08
397,Wajima,JP,2020-06-27 04:52:08,37.4,136.9,73.4,78,75,18.34
398,San Fernando,PH,2020-06-27 04:52:08,15.03,120.69,89.6,62,75,6.93
399,Vasai,IN,2020-06-27 04:50:38,19.47,72.8,87.8,74,75,11.41
400,Kizukuri,JP,2020-06-27 04:52:08,40.81,140.39,66.99,93,90,3.36
401,Duxbury,US,2020-06-27 04:51:59,42.04,-70.67,68.0,94,1,7.16
402,Paamiut,GL,2020-06-27 04:52:08,61.99,-49.67,38.12,93,70,5.17
403,Bantou,CN,2020-06-27 04:52:08,26.22,117.49,97.38,40,80,6.33
404,Dickinson,US,2020-06-27 04:47:29,29.46,-95.05,82.4,88,90,3.36
405,Morwell,AU,2020-06-27 04:52:08,-38.23,146.4,55.0,62,27,0.81
406,Sur,OM,2020-06-27 04:52:08,22.57,59.53,93.2,51,20,6.73
407,Ratnagiri,IN,2020-06-27 04:52:08,16.98,73.3,85.17,75,100,5.82
408,Takoradi,GH,2020-06-27 04:52:09,4.88,-1.76,75.88,90,94,8.81
409,Taoudenni,ML,2020-06-27 04:52:09,22.68,-3.98,90.1,12,0,8.1
410,Baghdad,IQ,2020-06-27 04:52:09,33.34,44.4,87.8,27,0,9.17
411,Nyagan,RU,2020-06-27 04:52:09,62.14,65.39,52.56,54,62,4.23
412,Makokou,GA,2020-06-27 04:52:09,0.57,12.86,67.3,97,78,2.46
413,Atambua,ID,2020-06-27 04:49:06,-9.11,124.89,81.99,54,90,1.81
414,Atar,MR,2020-06-27 04:52:09,20.52,-13.05,90.79,25,0,4.43
415,Lufilufi,WS,2020-06-27 04:52:09,-13.87,-171.6,86.0,89,100,5.99
416,Emba,KZ,2020-06-27 04:52:10,48.83,58.14,61.75,42,0,16.26
417,Anadyr,RU,2020-06-27 04:52:10,64.75,177.48,44.6,48,40,20.13
418,Sibolga,ID,2020-06-27 04:48:33,1.74,98.78,87.01,55,86,4.63
419,Gisborne,NZ,2020-06-27 04:52:10,-38.65,178.0,61.0,73,100,4.0
420,Touros,BR,2020-06-27 04:52:10,-5.2,-35.46,73.4,94,75,3.36
421,Svetlyy,RU,2020-06-27 04:52:10,54.67,20.13,66.2,82,31,6.71
422,Ulaangom,MN,2020-06-27 04:52:10,49.98,92.07,74.39,36,0,9.6
423,Ossora,RU,2020-06-27 04:52:10,59.24,163.07,64.09,58,31,5.75
424,Harper,LR,2020-06-27 04:52:10,4.38,-7.72,74.68,89,100,8.5
425,Bonavista,CA,2020-06-27 04:52:10,48.65,-53.11,55.35,93,58,3.89
426,Teeli,RU,2020-06-27 04:52:11,51.03,90.23,72.39,44,2,4.41
427,Gander,CA,2020-06-27 04:52:11,48.97,-54.59,62.6,93,90,5.82
428,Saint-Pierre,RE,2020-06-27 04:52:11,-21.34,55.48,73.0,64,0,5.82
429,Innisfail,AU,2020-06-27 04:52:11,-17.53,146.03,71.67,69,65,8.88
430,Guanhaes,BR,2020-06-27 04:52:03,-18.77,-42.93,55.83,93,70,1.07
431,Nanortalik,GL,2020-06-27 04:52:02,60.14,-45.24,39.67,90,99,2.04
432,Tierranueva,MX,2020-06-27 04:52:11,21.68,-100.57,64.33,82,91,6.02
433,Mitsamiouli,KM,2020-06-27 04:52:11,-11.38,43.28,78.31,68,1,4.97
434,Aquiraz,BR,2020-06-27 04:52:11,-3.9,-38.39,78.8,83,75,4.7
435,Taltal,CL,2020-06-27 04:52:11,-25.4,-70.48,56.52,69,0,4.25
436,Puerto Carreno,CO,2020-06-27 04:52:11,6.19,-67.49,75.94,90,69,6.2
437,Nishihara,JP,2020-06-27 04:52:11,26.18,127.76,87.8,79,75,13.87
438,Diveyevo,RU,2020-06-27 04:52:11,55.04,43.24,69.82,70,1,13.33
439,Syamzha,RU,2020-06-27 04:52:11,60.02,41.06,60.87,89,100,7.92
440,Pedasi,PA,2020-06-27 04:52:12,7.53,-80.03,79.3,81,96,4.94
441,Victoria,HK,2020-06-27 04:49:42,22.29,114.16,91.0,67,51,5.01
442,Cururupu,BR,2020-06-27 04:52:12,-1.83,-44.87,73.0,95,31,1.48
443,Cayenne,GF,2020-06-27 04:52:12,4.93,-52.33,75.2,100,40,7.56
444,Kulhudhuffushi,MV,2020-06-27 04:52:12,6.62,73.07,83.17,74,100,15.77
445,Buala,SB,2020-06-27 04:52:12,-8.14,159.59,83.97,75,81,9.24
446,Broken Hill,AU,2020-06-27 04:49:40,-31.95,141.43,55.4,37,90,12.75
447,La Ronge,CA,2020-06-27 04:52:12,55.1,-105.28,64.4,68,75,4.97
448,Ranghulu,CN,2020-06-27 04:52:12,46.65,124.87,74.16,62,99,4.5
449,Westport,US,2020-06-27 04:51:05,41.14,-73.36,71.6,78,1,4.7
450,Minas,UY,2020-06-27 04:52:12,-34.38,-55.24,42.01,93,40,3.36
451,Matagami,CA,2020-06-27 04:52:12,49.75,-77.63,55.4,93,20,3.36
452,Bilibino,RU,2020-06-27 04:52:12,68.05,166.44,41.2,58,100,14.94
453,Bartica,GY,2020-06-27 04:52:12,6.4,-58.62,75.2,100,20,4.7
454,Omboue,GA,2020-06-27 04:52:13,-1.57,9.26,70.3,89,30,6.13
455,Bandarbeyla,SO,2020-06-27 04:52:13,9.49,50.81,85.05,57,100,29.24
456,Altay,CN,2020-06-27 04:52:13,47.87,88.12,79.92,22,19,7.65
457,Qom,IR,2020-06-27 04:52:13,34.64,50.88,76.05,41,0,4.68
458,Musile Di Piave,IT,2020-06-27 04:52:13,45.62,12.56,70.0,88,20,5.82
459,Powell River,CA,2020-06-27 04:52:13,49.85,-124.54,62.6,82,75,3.36
460,Te Anau,NZ,2020-06-27 04:52:13,-45.42,167.72,45.32,83,91,1.59
461,Celestun,MX,2020-06-27 04:52:13,20.87,-90.4,81.93,75,38,9.73
462,Peace River,CA,2020-06-27 04:52:13,56.25,-117.29,60.8,59,75,1.45
463,Orlandia,BR,2020-06-27 04:52:13,-20.72,-47.89,65.41,73,25,5.44
464,Ponca City,US,2020-06-27 04:52:13,36.71,-97.09,84.2,66,1,10.29
465,Yelovo,RU,2020-06-27 04:52:13,57.05,54.92,50.16,82,100,6.91
466,Maningrida,AU,2020-06-27 04:52:14,-12.07,134.27,86.54,56,77,11.1
467,Ormara,PK,2020-06-27 04:52:14,25.21,64.64,86.59,75,20,12.33
468,Erdenet,MN,2020-06-27 04:52:14,49.03,104.08,73.96,46,98,10.56
469,Kochki,RU,2020-06-27 04:52:14,54.34,80.48,78.04,59,100,17.38
470,Venice,US,2020-06-27 04:52:14,27.1,-82.45,82.4,78,1,4.7
471,Srandakan,ID,2020-06-27 04:52:14,-7.94,110.25,83.44,68,28,13.11
472,Kabinda,CD,2020-06-27 04:52:14,-6.13,24.48,65.48,62,53,2.8
473,Uttaradit,TH,2020-06-27 04:52:14,17.67,100.5,93.0,74,20,1.12
474,Millau,FR,2020-06-27 04:52:14,44.08,2.92,62.01,93,96,2.24
475,Hervey Bay,AU,2020-06-27 04:52:14,-25.3,152.85,72.0,65,6,8.99
476,Sabang,ID,2020-06-27 04:52:15,5.89,95.32,82.71,71,35,3.51
477,Mandalgovi,MN,2020-06-27 04:52:15,45.76,106.27,80.2,22,98,14.47
478,Shahreza,IR,2020-06-27 04:52:15,32.03,51.88,79.97,21,0,7.34
479,Leshukonskoye,RU,2020-06-27 04:52:15,64.9,45.76,51.55,77,89,5.12
480,Roma,US,2020-06-27 04:47:59,43.21,-75.46,61.0,72,1,2.35
481,Isangel,VU,2020-06-27 04:52:15,-19.55,169.27,77.0,69,75,11.41
482,Leua,SK,2020-06-27 04:52:15,48.22,18.61,70.0,90,44,5.77
483,Hoquiam,US,2020-06-27 04:52:15,46.98,-123.89,60.01,87,90,10.29
484,Singkang,MY,2020-06-27 04:52:15,2.1,102.8,87.8,74,40,5.82
485,Malanje,AO,2020-06-27 04:52:15,-9.54,16.34,52.79,44,27,2.39
486,Oussouye,SN,2020-06-27 04:52:15,12.48,-16.55,82.4,83,20,2.24
487,Ypsonas,CY,2020-06-27 04:52:16,34.69,32.96,75.2,78,0,6.93
488,Slave Lake,CA,2020-06-27 04:52:16,55.28,-114.77,59.0,67,90,4.7
489,Pangnirtung,CA,2020-06-27 04:52:16,66.15,-65.71,48.18,70,50,1.88
490,San Felipe,VE,2020-06-27 04:52:16,10.34,-68.74,72.3,92,91,2.95
491,Bull Savanna,JM,2020-06-27 04:52:16,17.89,-77.59,76.6,81,98,5.08
492,Fairbanks,US,2020-06-27 04:47:52,64.84,-147.72,64.4,52,1,6.93
493,Yantal,RU,2020-06-27 04:52:16,56.85,105.25,87.46,30,0,3.47
494,Antalaha,MG,2020-06-27 04:52:07,-14.9,50.28,71.96,85,8,7.85
495,Quarai,BR,2020-06-27 04:52:15,-30.39,-56.45,43.36,74,100,7.63
496,Yar-Sale,RU,2020-06-27 04:52:16,66.83,70.83,58.95,67,72,11.59
497,Kysyl-Syr,RU,2020-06-27 04:52:16,63.9,122.76,87.37,25,3,3.13
498,Champerico,GT,2020-06-27 04:52:16,14.3,-91.92,80.64,80,14,4.61
499,Luwuk,ID,2020-06-27 04:52:17,-0.95,122.79,80.24,77,100,5.41
500,Briancon,FR,2020-06-27 04:52:17,44.9,6.65,66.99,93,1,2.04
501,Cabedelo,BR,2020-06-27 04:52:17,-6.98,-34.83,74.91,85,27,11.05
502,Mariakani,KE,2020-06-27 04:52:17,-3.86,39.47,75.2,94,75,6.93
503,Kazachinskoye,RU,2020-06-27 04:52:17,57.7,93.28,71.64,65,100,3.0
504,Murgab,TM,2020-06-27 04:52:17,37.5,61.97,75.2,33,6,9.17
505,Sao Filipe,CV,2020-06-27 04:52:17,14.9,-24.5,73.31,80,43,5.88
506,Ranong,TH,2020-06-27 04:52:17,9.97,98.63,86.0,74,40,4.7
507,Santa Maria,BR,2020-06-27 04:52:17,-29.68,-53.81,42.71,83,78,6.26
508,Okhotsk,RU,2020-06-27 04:52:17,59.38,143.3,51.96,78,62,8.77
509,Staraya Russa,RU,2020-06-27 04:52:17,57.99,31.36,70.29,70,13,4.34
510,Lahij,YE,2020-06-27 04:52:17,13.17,44.58,86.58,52,7,10.58
511,Tukrah,LY,2020-06-27 04:51:52,32.53,20.58,73.62,78,0,6.24
512,Volary,CZ,2020-06-27 04:52:17,48.91,13.89,59.0,83,78,4.0
513,Pathein,MM,2020-06-27 04:49:35,16.78,94.73,82.92,78,100,10.04
514,Ostersund,SE,2020-06-27 04:52:17,63.18,14.64,64.4,77,45,4.7
515,Haines Junction,CA,2020-06-27 04:52:18,60.75,-137.51,52.48,70,98,4.21
516,Lakeside,US,2020-06-27 04:52:18,30.13,-81.77,81.0,88,89,1.97
517,Port Augusta,AU,2020-06-27 04:52:18,-32.5,137.77,64.4,31,0,5.82
518,Axim,GH,2020-06-27 04:52:18,4.87,-2.24,75.9,89,86,9.22
519,Bauska,LV,2020-06-27 04:52:18,56.41,24.19,69.8,73,0,6.93
520,Rach Gia,VN,2020-06-27 04:52:18,10.02,105.08,85.44,72,80,13.22
521,Rigaud,CA,2020-06-27 04:52:18,45.48,-74.3,64.4,82,75,5.82
522,Baherden,TM,2020-06-27 04:52:18,38.44,57.43,82.22,17,0,5.23
523,Cairns,AU,2020-06-27 04:52:18,-16.92,145.77,78.8,54,40,14.99
524,Warrnambool,AU,2020-06-27 04:52:18,-38.38,142.48,54.0,69,84,6.55
525,Nantucket,US,2020-06-27 04:52:18,41.28,-70.1,64.4,93,1,8.05
526,Port Lincoln,AU,2020-06-27 04:52:18,-34.73,135.87,62.11,46,0,11.88
527,Valdivia,CL,2020-06-27 04:52:19,-39.81,-73.25,46.4,100,90,5.82
528,Campbeltown,GB,2020-06-27 04:52:19,55.43,-5.61,55.4,93,93,11.41
529,Hastings,GB,2020-06-27 04:52:19,50.86,0.57,63.0,86,42,5.01
530,Sindou,BF,2020-06-27 04:52:19,10.67,-5.17,74.91,89,96,9.6
531,Majagual,CO,2020-06-27 04:52:19,8.54,-74.62,76.78,97,100,2.66
532,Byron Bay,AU,2020-06-27 04:52:19,-28.65,153.62,60.8,82,75,12.75
533,Najran,SA,2020-06-27 04:52:19,17.49,44.13,86.0,23,20,6.8
534,Cumpas,MX,2020-06-27 04:52:19,29.98,-109.78,83.88,34,1,3.29
535,Iqaluit,CA,2020-06-27 04:50:49,63.75,-68.51,39.2,80,20,5.28
536,Worland,US,2020-06-27 04:52:19,44.02,-107.96,71.6,26,1,9.17
537,Sao Raimundo Das Mangabeiras,BR,2020-06-27 04:52:19,-7.02,-45.48,72.99,61,37,0.98
538,Tucumcari,US,2020-06-27 04:52:19,35.17,-103.72,80.6,32,1,5.82
539,Puerto Escondido,MX,2020-06-27 04:49:02,15.85,-97.07,81.82,79,100,6.64
540,Karachi,PK,2020-06-27 04:51:54,24.91,67.08,93.2,59,40,18.34
541,Vostok,RU,2020-06-27 04:52:20,46.49,135.88,63.3,63,100,7.18
542,Lagoa,PT,2020-06-27 04:52:20,39.05,-27.98,65.95,95,43,12.41
543,Strezhevoy,RU,2020-06-27 04:52:20,60.73,77.59,51.8,81,100,4.47
544,Baykit,RU,2020-06-27 04:52:20,61.67,96.37,84.49,25,0,4.52
545,Hohhot,CN,2020-06-27 04:52:20,40.81,111.65,86.0,22,20,6.71
546,Yamada,JP,2020-06-27 04:52:20,39.47,141.95,76.39,62,100,6.67
547,Makinsk,KZ,2020-06-27 04:52:20,52.63,70.42,55.31,73,95,14.63
548,Honiara,SB,2020-06-27 04:52:20,-9.43,159.95,91.4,55,20,13.87
549,Antofagasta,CL,2020-06-27 04:51:58,-23.65,-70.4,55.4,82,75,4.7
550,Kanye,BW,2020-06-27 04:52:20,-24.97,25.33,38.8,73,0,2.84
551,Boyolangu,ID,2020-06-27 04:52:20,-8.12,111.89,80.55,74,57,9.26
552,Doha,QA,2020-06-27 04:51:01,25.29,51.53,100.0,34,76,10.29
553,Lubumbashi,CD,2020-06-27 04:52:20,-11.66,27.48,55.65,83,63,4.38
554,Huarmey,PE,2020-06-27 04:52:20,-10.07,-78.15,61.32,87,46,6.4
555,Chunoyar,RU,2020-06-27 04:52:21,57.45,97.32,85.6,34,40,6.08
556,Phetchaburi,TH,2020-06-27 04:52:21,12.97,99.58,87.8,62,20,6.93
557,Noumea,NC,2020-06-27 04:52:21,-22.28,166.46,75.2,57,3,11.41
558,Bocaiuva,BR,2020-06-27 04:52:21,-17.11,-43.81,59.85,73,71,3.91
559,Bubaque,GW,2020-06-27 04:52:21,11.28,-15.83,81.1,81,37,8.7
560,Zhezkazgan,KZ,2020-06-27 04:52:21,47.8,67.71,55.4,71,75,20.13
561,Carmen,MX,2020-06-27 04:48:06,18.63,-91.83,82.87,77,77,16.22
562,Tuatapere,NZ,2020-06-27 04:52:21,-46.13,167.68,39.0,83,88,3.0
563,Mount Gambier,AU,2020-06-27 04:52:21,-37.83,140.77,57.2,67,90,10.29
564,Monrovia,LR,2020-06-27 04:52:21,6.3,-10.8,77.0,94,75,7.11
565,Karatau,KZ,2020-06-27 04:52:21,43.17,70.47,70.93,32,0,27.83
566,Likasi,CD,2020-06-27 04:52:21,-10.98,26.73,55.17,78,20,3.67
567,Ashland,US,2020-06-27 04:47:42,40.82,-82.27,73.4,88,1,13.87
568,Yumen,CN,2020-06-27 04:52:22,40.28,97.2,73.78,34,48,21.05
569,Olden,NO,2020-06-27 04:52:22,61.84,6.81,64.4,77,0,13.87
570,Gigmoto,PH,2020-06-27 04:52:12,13.78,124.39,86.14,71,99,6.13
571,Aktau,KZ,2020-06-27 04:52:22,43.65,51.2,73.4,38,0,8.95
572,Basco,PH,2020-06-27 04:52:22,20.45,121.97,85.26,81,93,16.6
573,Lewiston,US,2020-06-27 04:52:22,44.1,-70.21,64.4,88,90,3.15
574,Guatire,VE,2020-06-27 04:52:22,10.48,-66.54,80.6,83,75,3.36
575,Kamina,CD,2020-06-27 04:52:22,-8.74,24.99,59.99,59,96,2.91
576,Rocha,UY,2020-06-27 04:47:26,-34.48,-54.33,42.04,77,96,5.84
